tourney_name,tourney_date,tourney_level,surface,draw_size,round,best_of,minutes,score,player_name,player_rank,player_rank_points,player_age,opponent_rank,opponent_rank_points,win,rank_diff,match_load_7,match_load_14,fatigue_score_7,fatigue_score_14
Miami Masters,2024-03-18,M,Hard,128,R64,3,114.0,7-5 7-6(5),Christopher Oconnell,66.0,833.0,29.7,22.0,1805.0,1,44.0,1,3,0.1,0.2
Miami Masters,2024-03-18,M,Hard,128,R128,3,75.0,6-2 6-4,Christopher Oconnell,66.0,833.0,29.7,116.0,531.0,1,-50.0,2,4,0.2,0.26666666666666666
Miami Masters,2024-03-18,M,Hard,128,R16,3,111.0,6-4 6-3,Christopher Oconnell,66.0,833.0,29.7,3.0,8310.0,0,63.0,3,5,0.3,0.3333333333333333
Monte Carlo Masters,2024-04-08,M,Clay,64,R64,3,97.0,6-3 6-4,Christopher Oconnell,62.0,886.0,29.8,45.0,1051.0,0,17.0,0,0,0.0,0.0
Munich,2024-04-15,A,Clay,32,R32,3,87.0,6-3 6-4,Christopher Oconnell,58.0,896.0,29.8,85.0,702.0,0,-27.0,1,1,0.1,0.06666666666666667
Madrid Masters,2024-04-22,M,Clay,128,R128,3,76.0,6-4 6-1,Christopher Oconnell,67.0,822.0,29.8,36.0,1191.0,0,31.0,1,2,0.1,0.13333333333333333
Rome Masters,2024-05-06,M,Clay,128,R128,3,115.0,6-7(7) 5-0 RET,Christopher Oconnell,66.0,807.0,29.9,62.0,826.0,0,4.0,0,1,0.0,0.06666666666666667
Wimbledon,2024-07-01,G,Grass,128,R128,5,91.0,6-1 6-2 6-4,Christopher Oconnell,79.0,733.0,30.0,12.0,3350.0,0,67.0,0,0,0.0,0.0
Atlanta,2024-07-22,A,Hard,32,R32,3,136.0,4-6 7-5 6-2,Christopher Oconnell,93.0,653.0,30.1,66.0,795.0,0,27.0,0,0,0.0,0.0
Washington,2024-07-29,A,Hard,64,R64,3,97.0,6-4 7-6(3),Christopher Oconnell,94.0,653.0,30.1,114.0,520.0,1,-20.0,1,1,0.1,0.06666666666666667
Washington,2024-07-29,A,Hard,64,R32,3,66.0,6-2 6-2,Christopher Oconnell,94.0,653.0,30.1,54.0,915.0,0,40.0,2,2,0.2,0.13333333333333333
Winston-Salem,2024-08-19,A,Hard,64,R64,3,98.0,7-5 6-4,Christopher Oconnell,86.0,668.0,30.2,511.0,77.0,1,-425.0,0,0,0.0,0.0
Winston-Salem,2024-08-19,A,Hard,64,R32,3,88.0,6-3 6-4,Christopher Oconnell,86.0,668.0,30.2,56.0,903.0,0,30.0,1,1,0.1,0.06666666666666667
US Open,2024-08-26,G,Hard,128,R128,5,176.0,6-4 6-3 4-6 6-3,Christopher Oconnell,87.0,671.0,30.2,26.0,1675.0,1,61.0,2,2,0.2,0.13333333333333333
US Open,2024-08-26,G,Hard,128,R64,5,168.0,6-3 6-4 3-6 6-3,Christopher Oconnell,87.0,671.0,30.2,101.0,555.0,1,-14.0,3,3,0.3,0.2
US Open,2024-08-26,G,Hard,128,R32,5,113.0,6-1 6-4 6-2,Christopher Oconnell,87.0,671.0,30.2,1.0,9360.0,0,86.0,4,4,0.4,0.26666666666666666
Chengdu,2024-09-18,A,Hard,28,R32,3,98.0,6-4 7-5,Christopher Oconnell,75.0,720.0,30.2,61.0,864.0,1,14.0,0,0,0.0,0.0
Chengdu,2024-09-18,A,Hard,28,R16,3,157.0,6-7(5) 6-4 7-6(4),Christopher Oconnell,75.0,720.0,30.2,19.0,2345.0,0,56.0,1,1,0.1,0.06666666666666667
Tokyo,2024-09-25,A,Hard,32,R32,3,145.0,6-4 7-6(5),Christopher Oconnell,79.0,700.0,30.3,35.0,1370.0,1,44.0,2,2,0.2,0.13333333333333333
Tokyo,2024-09-25,A,Hard,32,R16,3,79.0,6-1 6-4,Christopher Oconnell,79.0,700.0,30.3,49.0,1115.0,0,30.0,3,3,0.3,0.2
Shanghai Masters,2024-10-02,M,Hard,96,R128,3,133.0,7-6(9) 7-6(6),Christopher Oconnell,71.0,765.0,30.3,44.0,1215.0,0,27.0,2,4,0.2,0.26666666666666666
Almaty,2024-10-14,A,Hard,28,R32,3,96.0,7-6(5) 6-2,Christopher Oconnell,72.0,762.0,30.3,118.0,497.0,0,-46.0,0,1,0.0,0.06666666666666667
Paris Masters,2024-10-28,M,Hard,56,R64,3,142.0,6-4 3-6 7-6(6),Christopher Oconnell,71.0,755.0,30.4,21.0,2225.0,0,50.0,0,1,0.0,0.06666666666666667
Belgrade,2024-11-04,A,Hard,28,R16,3,78.0,6-3 6-1,Christopher Oconnell,71.0,765.0,30.4,93.0,625.0,1,-22.0,1,1,0.1,0.06666666666666667
Belgrade,2024-11-04,A,Hard,28,R32,3,62.0,6-1 6-1,Christopher Oconnell,71.0,765.0,30.4,53.0,1021.0,1,18.0,2,2,0.2,0.13333333333333333
Belgrade,2024-11-04,A,Hard,28,QF,3,71.0,6-2 6-2,Christopher Oconnell,71.0,765.0,30.4,78.0,718.0,0,-7.0,3,3,0.3,0.2
Australian Open,2022-01-17,G,Hard,128,R128,5,110.0,6-4 6-3 6-2,Chun Hsin Tseng,190.0,348.0,20.4,96.0,748.0,0,94.0,0,0,0.0,0.0
Roland Garros,2022-05-23,G,Clay,128,R128,5,169.5,6-7(5) 6-1 4-6 6-1 6-4,Chun Hsin Tseng,109.0,565.0,20.7,63.0,906.0,0,46.0,0,0,0.0,0.0
Wimbledon,2022-06-27,G,Grass,128,R128,5,145.0,6-3 6-3 7-6(3),Chun Hsin Tseng,95.0,626.0,20.8,288.0,173.0,0,-193.0,0,0,0.0,0.0
Los Cabos,2022-08-01,A,Hard,32,R32,3,90.0,6-4 6-4,Chun Hsin Tseng,84.0,609.0,20.9,500.0,65.0,1,-416.0,0,0,0.0,0.0
Los Cabos,2022-08-01,A,Hard,32,R16,3,73.0,6-3 6-0,Chun Hsin Tseng,84.0,609.0,20.9,12.0,2893.0,0,72.0,1,1,0.1,0.06666666666666667
Winston-Salem,2022-08-22,A,Hard,64,R64,3,104.0,6-1 1-6 6-3,Chun Hsin Tseng,85.0,618.0,21.0,96.0,562.0,1,-11.0,0,0,0.0,0.0
Winston-Salem,2022-08-22,A,Hard,64,R32,3,89.0,6-3 6-4,Chun Hsin Tseng,85.0,618.0,21.0,57.0,824.0,0,28.0,1,1,0.1,0.06666666666666667
US Open,2022-08-29,G,Hard,128,R128,5,162.0,6-3 7-6(5) 7-6(3),Chun Hsin Tseng,89.0,599.0,21.0,84.0,629.0,0,5.0,2,2,0.2,0.13333333333333333
Seoul,2022-09-26,A,Hard,32,R32,3,57.0,6-4 0-0 RET,Chun Hsin Tseng,88.0,598.0,21.1,105.0,504.0,1,-17.0,0,0,0.0,0.0
Seoul,2022-09-26,A,Hard,32,R16,3,175.0,7-6(5) 6-7(4) 6-2,Chun Hsin Tseng,88.0,598.0,21.1,222.0,228.0,0,-134.0,1,1,0.1,0.06666666666666667
Tokyo,2022-10-03,A,Hard,32,R32,3,66.0,6-3 6-1,Chun Hsin Tseng,87.0,611.0,21.1,20.0,1780.0,0,67.0,2,2,0.2,0.13333333333333333
Next Gen Finals,2022-11-07,F,Hard,8,RR,5,70.0,4-2 4-2 4-2,Chun Hsin Tseng,90.0,611.0,21.2,23.0,1865.0,0,67.0,0,0,0.0,0.0
Next Gen Finals,2022-11-07,F,Hard,8,RR,5,92.0,1-4 4-2 4-3(2) 4-2,Chun Hsin Tseng,90.0,611.0,21.2,41.0,1020.0,0,49.0,1,1,0.1,0.06666666666666667
Next Gen Finals,2022-11-07,F,Hard,8,RR,5,56.0,4-2 4-1 4-2,Chun Hsin Tseng,90.0,611.0,21.2,111.0,497.0,0,-21.0,2,2,0.2,0.13333333333333333
Pune,2023-01-02,A,Hard,32,R32,3,61.0,6-0 6-3,Chun Hsin Tseng,115.0,490.0,21.4,60.0,781.0,0,55.0,0,0,0.0,0.0
Australian Open,2023-01-16,G,Hard,128,R128,5,266.0,4-6 7-6(5) 6-7(5) 7-6(4) 6-1,Chun Hsin Tseng,115.0,490.0,21.4,113.0,506.0,0,2.0,0,1,0.0,0.06666666666666667
Dallas,2023-02-06,A,Hard,32,R32,3,107.0,7-6(5) 7-6(1),Chun Hsin Tseng,108.0,500.0,21.4,39.0,980.0,0,69.0,0,0,0.0,0.0
Estoril,2023-04-03,A,Clay,32,R32,3,96.0,6-4 6-4,Chun Hsin Tseng,145.0,401.0,21.6,67.0,773.0,0,78.0,0,0,0.0,0.0
Shanghai Masters,2023-10-02,M,Hard,128,R128,3,111.0,3-6 6-3 6-2,Chun Hsin Tseng,380.0,129.0,22.1,84.0,709.0,1,296.0,0,0,0.0,0.0
Shanghai Masters,2023-10-02,M,Hard,128,R64,3,92.0,6-2 6-2,Chun Hsin Tseng,380.0,129.0,22.1,23.0,1526.0,0,357.0,1,1,0.1,0.06666666666666667
Davis Cup QLS R1: TPE vs FRA,2024-02-03,D,Hard,4,RR,3,83.0,6-3 7-6(3),Chun Hsin Tseng,305.0,177.0,22.4,100.0,615.0,0,205.0,0,0,0.0,0.0
Umag,2024-07-22,A,Clay,32,R16,3,55.0,6-1 6-0,Chun Hsin Tseng,159.0,388.0,22.9,70.0,769.0,1,89.0,0,0,0.0,0.0
Umag,2024-07-22,A,Clay,32,QF,3,80.0,6-0 6-4,Chun Hsin Tseng,159.0,388.0,22.9,81.0,721.0,0,78.0,1,1,0.1,0.06666666666666667
Davis Cup WG1 R1: TPE vs BIH,2024-09-14,D,Hard,4,RR,3,101.0,3-6 7-5 6-4,Chun Hsin Tseng,121.0,489.0,23.0,579.0,59.0,0,-458.0,0,0,0.0,0.0
Davis Cup WG1 R1: TPE vs BIH,2024-09-14,D,Hard,4,RR,3,101.0,6-4 2-6 6-2,Chun Hsin Tseng,121.0,489.0,23.0,86.0,655.0,0,35.0,1,1,0.1,0.06666666666666667
Chengdu,2024-09-18,A,Hard,28,R32,3,86.0,2-6 6-1 3-1 RET,Chun Hsin Tseng,121.0,489.0,23.1,531.0,72.0,0,-410.0,2,2,0.2,0.13333333333333333
Montpellier,2023-02-06,A,Hard,32,R32,3,144.0,7-5 2-6 7-5,Clement Chidekh,434.0,101.0,21.6,70.0,756.0,0,364.0,0,0,0.0,0.0
Davis Cup WG2 R1: TPE vs HKG,2022-09-17,D,Hard,4,RR,3,101.0,1-6 6-4 7-6(8),Coleman Wong,1032.0,9.0,18.2,449.0,84.0,1,583.0,0,0,0.0,0.0
Davis Cup WG2 R1: TPE vs HKG,2022-09-17,D,Hard,4,RR,3,101.0,6-1 6-2,Coleman Wong,1032.0,9.0,18.2,185.0,291.0,0,847.0,1,1,0.1,0.06666666666666667
Davis Cup WG2 R1: HKG vs LAT,2023-09-16,D,Hard,4,RR,3,101.0,6-4 7-6(6),Coleman Wong,534.0,70.0,19.2,385.0,128.0,0,149.0,0,0,0.0,0.0
Miami Masters,2024-03-18,M,Hard,128,R128,3,141.0,7-5 7-6(3),Coleman Wong,212.0,285.0,19.7,35.0,1180.0,0,177.0,0,0,0.0,0.0
Newport,2024-07-15,A,Grass,32,R32,3,66.0,6-1 6-2,Coleman Wong,179.0,333.0,20.1,65.0,794.0,0,114.0,0,0,0.0,0.0
Davis Cup WG2 R1: HKG vs ECU,2024-09-14,D,Hard,4,RR,3,106.0,6-3 3-6 6-1,Coleman Wong,137.0,428.0,20.2,1320.0,5.0,1,-1183.0,0,0,0.0,0.0
Davis Cup WG2 R1: HKG vs ECU,2024-09-14,D,Hard,4,RR,3,73.0,6-4 6-2,Coleman Wong,137.0,428.0,20.2,250.0,229.0,1,-113.0,1,1,0.1,0.06666666666666667
Hangzhou,2024-09-18,A,Hard,28,R32,3,38.0,6-3 0-0 RET,Coleman Wong,141.0,409.0,20.2,566.0,63.0,1,-425.0,2,2,0.2,0.13333333333333333
Hangzhou,2024-09-18,A,Hard,28,R16,3,160.0,6-7(7) 7-6(4) 6-1,Coleman Wong,141.0,409.0,20.2,39.0,1295.0,0,102.0,3,3,0.3,0.2
Shanghai Masters,2024-10-02,M,Hard,96,R128,3,96.0,6-4 6-4,Coleman Wong,128.0,460.0,20.3,51.0,1045.0,0,77.0,0,2,0.0,0.13333333333333333
Almaty,2024-10-14,A,Hard,28,R32,3,94.0,7-5 6-4,Coleman Wong,133.0,452.0,20.3,458.0,91.0,0,-325.0,0,1,0.0,0.06666666666666667
Davis Cup WG2 R1: TUN vs IRL,2024-09-13,D,Clay,4,RR,3,63.0,6-3 6-1,Conor Gannon,1294.0,5.0,22.2,228.0,252.0,0,1066.0,0,0,0.0,0.0
Davis Cup WG2 R1: TUN vs IRL,2024-09-13,D,Clay,4,RR,3,70.0,6-3 6-1,Conor Gannon,1294.0,5.0,22.2,681.0,41.0,0,613.0,1,1,0.1,0.06666666666666667
San Diego,2022-09-19,A,Hard,32,R16,3,65.0,6-1 6-3,Constant Lestienne,76.0,677.0,30.3,70.0,741.0,1,6.0,0,0,0.0,0.0
San Diego,2022-09-19,A,Hard,32,R32,3,162.0,5-7 7-6(5) 6-3,Constant Lestienne,76.0,677.0,30.3,215.0,232.0,1,-139.0,1,1,0.1,0.06666666666666667
San Diego,2022-09-19,A,Hard,32,QF,3,100.0,6-1 6-3,Constant Lestienne,76.0,677.0,30.3,25.0,1420.0,0,51.0,2,2,0.2,0.13333333333333333
Tel Aviv,2022-09-26,A,Hard,32,QF,3,146.0,6-7(4) 6-3 7-6(3),Constant Lestienne,68.0,722.0,30.3,34.0,1253.0,1,34.0,3,3,0.3,0.2
Tel Aviv,2022-09-26,A,Hard,32,R16,3,105.0,6-4 6-2,Constant Lestienne,68.0,722.0,30.3,54.0,896.0,1,14.0,4,4,0.4,0.26666666666666666
Tel Aviv,2022-09-26,A,Hard,32,R32,3,114.0,7-6(2) 6-4,Constant Lestienne,68.0,722.0,30.3,51.0,956.0,1,17.0,5,5,0.5,0.3333333333333333
Tel Aviv,2022-09-26,A,Hard,32,SF,3,106.0,7-5 6-3,Constant Lestienne,68.0,722.0,30.3,16.0,2345.0,0,52.0,6,6,0.6,0.4
Gijon,2022-10-10,A,Hard,32,R32,3,125.0,7-6(5) 4-4 RET,Constant Lestienne,63.0,805.0,30.3,35.0,1205.0,1,28.0,0,4,0.0,0.26666666666666666
Gijon,2022-10-10,A,Hard,32,R16,3,97.0,6-4 6-2,Constant Lestienne,63.0,805.0,30.3,56.0,852.0,0,7.0,1,5,0.1,0.3333333333333333
Antwerp,2022-10-17,A,Hard,32,R32,3,91.0,6-3 6-4,Constant Lestienne,69.0,737.0,30.4,225.0,235.0,1,-156.0,2,2,0.2,0.13333333333333333
Antwerp,2022-10-17,A,Hard,32,R16,3,74.0,6-2 6-1,Constant Lestienne,69.0,737.0,30.4,26.0,1490.0,0,43.0,3,3,0.3,0.2
Adelaide 1,2023-01-02,A,Hard,32,R32,3,74.0,6-3 6-2,Constant Lestienne,65.0,760.0,30.6,5.0,4820.0,0,60.0,0,0,0.0,0.0
Auckland,2023-01-09,A,Hard,32,QF,3,166.0,2-6 7-6(2) 7-5,Constant Lestienne,65.0,760.0,30.6,70.0,713.0,1,-5.0,1,1,0.1,0.06666666666666667
Auckland,2023-01-09,A,Hard,32,R16,3,123.0,1-6 7-6(4) 7-5,Constant Lestienne,65.0,760.0,30.6,88.0,603.0,1,-23.0,2,2,0.2,0.13333333333333333
Auckland,2023-01-09,A,Hard,32,R32,3,70.0,6-3 6-1,Constant Lestienne,65.0,760.0,30.6,59.0,809.0,1,6.0,3,3,0.3,0.2
Auckland,2023-01-09,A,Hard,32,SF,3,0.0,W/O,Constant Lestienne,65.0,760.0,30.6,67.0,740.0,0,-2.0,4,4,0.4,0.26666666666666666
Australian Open,2023-01-16,G,Hard,128,R128,5,148.0,6-3 7-6(2) 6-3,Constant Lestienne,55.0,842.0,30.6,77.0,690.0,1,-22.0,4,5,0.4,0.3333333333333333
Australian Open,2023-01-16,G,Hard,128,R64,5,193.0,6-3 3-6 7-6(2) 6-3,Constant Lestienne,55.0,842.0,30.6,12.0,2680.0,0,43.0,5,6,0.5,0.4
Montpellier,2023-02-06,A,Hard,32,R32,3,156.0,6-7(3) 7-5 6-2,Constant Lestienne,48.0,879.0,30.7,87.0,595.0,0,-39.0,0,0,0.0,0.0
Rotterdam,2023-02-13,A,Hard,32,R32,3,77.0,6-4 6-4,Constant Lestienne,54.0,837.0,30.7,9.0,3136.0,0,45.0,1,1,0.1,0.06666666666666667
Doha,2023-02-20,A,Hard,32,R32,3,84.0,6-4 6-3,Constant Lestienne,53.0,841.0,30.7,31.0,1300.0,0,22.0,1,2,0.1,0.13333333333333333
Dubai,2023-02-27,A,Hard,32,R32,3,119.0,6-4 3-6 6-2,Constant Lestienne,56.0,821.0,30.7,39.0,989.0,0,17.0,1,2,0.1,0.13333333333333333
Indian Wells Masters,2023-03-06,M,Hard,128,R128,3,93.0,6-4 4-1 RET,Constant Lestienne,62.0,821.0,30.7,59.0,846.0,0,3.0,1,2,0.1,0.13333333333333333
Estoril,2023-04-03,A,Clay,32,R32,3,94.0,7-5 7-5,Constant Lestienne,63.0,798.0,30.8,39.0,999.0,0,24.0,0,0,0.0,0.0
Munich,2023-04-17,A,Clay,32,R32,3,44.0,6-3 0-0 RET,Constant Lestienne,60.0,798.0,30.8,101.0,580.0,0,-41.0,0,1,0.0,0.06666666666666667
Rome Masters,2023-05-08,M,Clay,128,R128,3,27.0,6-1 0-0 RET,Constant Lestienne,70.0,768.0,30.9,62.0,825.0,0,8.0,0,0,0.0,0.0
Roland Garros,2023-05-29,G,Clay,128,R128,5,222.0,3-6 1-6 6-2 6-1 6-3,Constant Lestienne,70.0,769.0,31.0,11.0,2945.0,0,59.0,0,0,0.0,0.0
Mallorca,2023-06-26,A,Grass,32,R32,3,127.0,6-4 4-6 6-4,Constant Lestienne,73.0,751.0,31.0,74.0,742.0,1,-1.0,0,0,0.0,0.0
Mallorca,2023-06-26,A,Grass,32,R16,3,77.0,6-3 6-2,Constant Lestienne,73.0,751.0,31.0,85.0,681.0,0,-12.0,1,1,0.1,0.06666666666666667
Wimbledon,2023-07-03,G,Grass,128,R128,5,122.0,6-1 6-3 7-5,Constant Lestienne,74.0,761.0,31.1,142.0,422.0,0,-68.0,2,2,0.2,0.13333333333333333
Newport,2023-07-17,A,Grass,32,R32,3,151.0,5-7 6-4 7-5,Constant Lestienne,86.0,691.0,31.1,129.0,505.0,0,-43.0,0,1,0.0,0.06666666666666667
Atlanta,2023-07-24,A,Hard,32,R32,3,154.0,4-6 7-5 7-5,Constant Lestienne,95.0,621.0,31.1,38.0,1102.0,0,57.0,1,1,0.1,0.06666666666666667
Washington,2023-07-31,A,Hard,64,R64,3,86.0,6-4 6-4,Constant Lestienne,109.0,574.0,31.1,55.0,901.0,0,54.0,1,2,0.1,0.13333333333333333
Winston-Salem,2023-08-21,A,Hard,64,R64,3,160.0,6-4 3-6 7-6(8),Constant Lestienne,103.0,582.0,31.2,78.0,757.0,0,25.0,0,0,0.0,0.0
US Open,2023-08-28,G,Hard,128,R128,5,190.0,6-7(5) 6-3 6-1 6-2,Constant Lestienne,101.0,582.0,31.2,53.0,936.0,0,48.0,1,1,0.1,0.06666666666666667
Metz,2023-11-06,A,Hard,32,R32,3,61.0,6-3 6-2,Constant Lestienne,90.0,689.0,31.4,205.0,307.0,1,-115.0,0,0,0.0,0.0
Metz,2023-11-06,A,Hard,32,R16,3,88.0,6-4 6-4,Constant Lestienne,90.0,689.0,31.4,15.0,2475.0,0,75.0,1,1,0.1,0.06666666666666667
Australian Open,2024-01-15,G,Hard,128,R128,5,166.0,6-4 6-4 7-6(5),Constant Lestienne,99.0,619.0,31.6,24.0,1530.0,0,75.0,0,0,0.0,0.0
Montpellier,2024-01-29,A,Hard,32,R32,3,130.0,4-6 6-4 6-2,Constant Lestienne,106.0,584.0,31.6,80.0,715.0,1,26.0,0,1,0.0,0.06666666666666667
Montpellier,2024-01-29,A,Hard,32,R16,3,80.0,6-4 6-1,Constant Lestienne,106.0,584.0,31.6,76.0,738.0,0,30.0,1,2,0.1,0.13333333333333333
Dallas,2024-02-05,A,Hard,32,R32,3,132.0,4-6 6-4 5-0 RET,Constant Lestienne,104.0,599.0,31.7,62.0,858.0,0,42.0,2,2,0.2,0.13333333333333333
Delray Beach,2024-02-12,A,Hard,32,R32,3,86.0,6-4 6-4,Constant Lestienne,104.0,599.0,31.7,69.0,810.0,1,35.0,1,3,0.1,0.2
Delray Beach,2024-02-12,A,Hard,32,R16,3,87.0,6-4 6-4,Constant Lestienne,104.0,599.0,31.7,155.0,404.0,0,-51.0,2,4,0.2,0.26666666666666666
Los Cabos,2024-02-19,A,Hard,32,R32,3,109.0,6-3 7-6(3),Constant Lestienne,104.0,604.0,31.7,74.0,776.0,0,30.0,2,3,0.2,0.2
Indian Wells Masters,2024-03-04,M,Hard,128,R128,3,153.0,3-6 6-2 6-4,Constant Lestienne,100.0,606.0,31.7,179.0,342.0,1,-79.0,0,1,0.0,0.06666666666666667
Indian Wells Masters,2024-03-04,M,Hard,128,R64,3,88.0,6-4 6-1,Constant Lestienne,100.0,606.0,31.7,31.0,1295.0,0,69.0,1,2,0.1,0.13333333333333333
Roland Garros,2024-05-27,G,Clay,128,R128,5,169.5,6-3 7-5 4-6 6-2,Constant Lestienne,91.0,669.0,32.0,63.0,816.0,0,28.0,0,0,0.0,0.0
Mallorca,2024-06-24,A,Grass,32,R32,3,101.0,7-5 7-6(5),Constant Lestienne,90.0,657.0,32.0,58.0,860.0,0,32.0,0,0,0.0,0.0
Wimbledon,2024-07-01,G,Grass,128,R128,5,187.0,4-6 7-6(4) 6-2 6-2,Constant Lestienne,92.0,650.0,32.1,25.0,1620.0,0,67.0,1,1,0.1,0.06666666666666667
Newport,2024-07-15,A,Grass,32,R32,3,125.0,6-1 2-6 7-6(2),Constant Lestienne,94.0,650.0,32.1,1187.0,7.0,0,-1093.0,0,1,0.0,0.06666666666666667
Winston-Salem,2024-08-19,A,Hard,64,R64,3,77.0,6-3 6-2,Constant Lestienne,110.0,527.0,32.2,76.0,732.0,0,34.0,0,0,0.0,0.0
US Open,2024-08-26,G,Hard,128,R128,5,119.0,6-1 6-3 6-2,Constant Lestienne,111.0,527.0,32.2,32.0,1376.0,0,79.0,1,1,0.1,0.06666666666666667
Adelaide 1,2022-01-03,A,Hard,32,R32,3,108.0,7-6(6) 6-4,Corentin Moutet,92.0,797.0,22.7,103.0,740.0,1,-11.0,0,0,0.0,0.0
Adelaide 1,2022-01-03,A,Hard,32,R16,3,110.0,4-6 7-5 0-0 Def.,Corentin Moutet,92.0,797.0,22.7,52.0,1131.0,0,40.0,1,1,0.1,0.06666666666666667
Adelaide 2,2022-01-10,A,Hard,32,QF,3,104.0,6-4 6-4,Corentin Moutet,115.0,643.0,22.7,83.0,809.0,1,32.0,2,2,0.2,0.13333333333333333
Adelaide 2,2022-01-10,A,Hard,32,R16,3,75.0,6-2 6-2,Corentin Moutet,115.0,643.0,22.7,38.0,1447.0,1,77.0,3,3,0.3,0.2
Adelaide 2,2022-01-10,A,Hard,32,R32,3,88.0,6-2 6-4,Corentin Moutet,115.0,643.0,22.7,50.0,1171.0,1,65.0,4,4,0.4,0.26666666666666666
Adelaide 2,2022-01-10,A,Hard,32,SF,3,76.0,6-1 6-3,Corentin Moutet,115.0,643.0,22.7,58.0,1057.0,0,57.0,5,5,0.5,0.3333333333333333
Australian Open,2022-01-17,G,Hard,128,R128,5,171.0,3-6 6-3 6-4 6-3,Corentin Moutet,100.0,737.0,22.7,160.0,440.0,1,-60.0,4,6,0.4,0.4
Australian Open,2022-01-17,G,Hard,128,R64,5,287.0,3-6 6-4 6-7(2) 7-5 7-6(6),Corentin Moutet,100.0,737.0,22.7,43.0,1286.0,0,57.0,5,7,0.5,0.4666666666666667
Montpellier,2022-01-31,A,Hard,32,R32,3,143.0,7-6(5) 6-4,Corentin Moutet,89.0,772.0,22.7,83.0,793.0,0,6.0,0,2,0.0,0.13333333333333333
Marseille,2022-02-14,A,Hard,32,R32,3,105.0,6-4 6-4,Corentin Moutet,107.0,657.0,22.8,68.0,923.0,0,39.0,0,1,0.0,0.06666666666666667
Roland Garros,2022-05-23,G,Clay,128,R128,5,169.5,2-6 6-3 7-6(2) 6-3,Corentin Moutet,139.0,451.0,23.0,264.0,204.0,1,-125.0,0,0,0.0,0.0
Roland Garros,2022-05-23,G,Clay,128,R64,5,132.0,6-3 6-1 6-4,Corentin Moutet,139.0,451.0,23.0,5.0,5525.0,0,134.0,1,1,0.1,0.06666666666666667
Umag,2022-07-25,A,Clay,32,R32,3,105.0,6-4 6-2,Corentin Moutet,116.0,487.0,23.2,65.0,729.0,1,51.0,0,0,0.0,0.0
Umag,2022-07-25,A,Clay,32,R16,3,81.0,6-3 6-1,Corentin Moutet,116.0,487.0,23.2,120.0,444.0,0,-4.0,1,1,0.1,0.06666666666666667
US Open,2022-08-29,G,Hard,128,R128,5,120.0,6-4 7-6(7) RET,Corentin Moutet,112.0,484.0,23.3,295.0,165.0,1,-183.0,0,0,0.0,0.0
US Open,2022-08-29,G,Hard,128,R64,5,179.0,6-4 1-6 6-2 6-4,Corentin Moutet,112.0,484.0,23.3,22.0,1573.0,1,90.0,1,1,0.1,0.06666666666666667
US Open,2022-08-29,G,Hard,128,R32,5,197.0,6-3 4-6 6-2 7-5,Corentin Moutet,112.0,484.0,23.3,66.0,723.0,1,46.0,2,2,0.2,0.13333333333333333
US Open,2022-08-29,G,Hard,128,R16,5,200.0,6-1 6-2 6-7(4) 6-2,Corentin Moutet,112.0,484.0,23.3,7.0,4695.0,0,105.0,3,3,0.3,0.2
Florence,2022-10-10,A,Hard,32,R32,3,154.0,4-6 7-5 6-4,Corentin Moutet,69.0,737.0,23.4,164.0,345.0,1,-95.0,0,0,0.0,0.0
Florence,2022-10-10,A,Hard,32,R16,3,85.0,7-5 6-4,Corentin Moutet,69.0,737.0,23.4,43.0,1070.0,0,26.0,1,1,0.1,0.06666666666666667
Naples,2022-10-17,A,Hard,32,R32,3,211.0,6-7(7) 7-6(3) 6-2,Corentin Moutet,65.0,757.0,23.4,130.0,429.0,1,-65.0,2,2,0.2,0.13333333333333333
Naples,2022-10-17,A,Hard,32,R16,3,36.0,5-3 RET,Corentin Moutet,65.0,757.0,23.4,30.0,1336.0,0,35.0,3,3,0.3,0.2
Paris Masters,2022-10-31,M,Hard,64,R32,3,172.0,6-3 5-7 7-6(3),Corentin Moutet,64.0,777.0,23.5,13.0,2490.0,1,51.0,0,2,0.0,0.13333333333333333
Paris Masters,2022-10-31,M,Hard,64,R64,3,156.0,3-6 6-3 6-4,Corentin Moutet,64.0,777.0,23.5,26.0,1675.0,1,38.0,1,3,0.1,0.2
Paris Masters,2022-10-31,M,Hard,64,R16,3,98.0,6-3 7-6(3),Corentin Moutet,64.0,777.0,23.5,5.0,5035.0,0,59.0,2,4,0.2,0.26666666666666666
Australian Open,2023-01-16,G,Hard,128,R128,5,254.0,6-4 5-7 6-2 4-6 7-5,Corentin Moutet,62.0,790.0,23.7,114.0,494.0,1,-52.0,0,0,0.0,0.0
Australian Open,2023-01-16,G,Hard,128,R64,5,191.0,3-6 6-4 6-2 7-5,Corentin Moutet,62.0,790.0,23.7,29.0,1383.0,0,33.0,1,1,0.1,0.06666666666666667
Madrid Masters,2023-04-24,M,Clay,128,R128,3,98.0,6-3 6-3,Corentin Moutet,64.0,780.0,24.0,117.0,502.0,0,-53.0,0,0,0.0,0.0
Rome Masters,2023-05-08,M,Clay,128,R128,3,123.0,6-0 6-7(8) 6-2,Corentin Moutet,67.0,781.0,24.0,135.0,441.0,0,-68.0,0,1,0.0,0.06666666666666667
