tourney_name,tourney_date,tourney_level,surface,draw_size,round,best_of,minutes,score,player_name,player_rank,player_rank_points,player_age,opponent_rank,opponent_rank_points,win,rank_diff,match_load_7,match_load_14,fatigue_score_7,fatigue_score_14
US Open,2022-08-29,G,Hard,128,R64,5,144.0,6-4 7-6(8) 6-2,Christopher Eubanks,145.0,376.0,26.3,13.0,3020.0,0,132.0,1,1,0.1,0.06666666666666667
San Diego,2022-09-19,A,Hard,32,R32,3,83.0,6-4 6-4,Christopher Eubanks,135.0,404.0,26.3,228.0,218.0,0,-93.0,0,0,0.0,0.0
Auckland,2023-01-09,A,Hard,32,R32,3,119.0,7-6(4) 7-6(3),Christopher Eubanks,123.0,462.0,26.6,108.0,523.0,1,15.0,0,0,0.0,0.0
Auckland,2023-01-09,A,Hard,32,R16,3,80.0,6-2 6-4,Christopher Eubanks,123.0,462.0,26.6,53.0,870.0,0,70.0,1,1,0.1,0.06666666666666667
Australian Open,2023-01-16,G,Hard,128,R128,5,188.0,6-3 6-7(1) 6-3 4-6 6-4,Christopher Eubanks,116.0,487.0,26.6,52.0,862.0,1,64.0,2,2,0.2,0.13333333333333333
Australian Open,2023-01-16,G,Hard,128,R64,5,139.0,6-4 6-4 3-6 6-3,Christopher Eubanks,116.0,487.0,26.6,71.0,717.0,0,45.0,3,3,0.3,0.2
Dallas,2023-02-06,A,Hard,32,R32,3,108.0,6-4 4-6 6-2,Christopher Eubanks,104.0,524.0,26.7,80.0,666.0,0,24.0,0,0,0.0,0.0
Delray Beach,2023-02-13,A,Hard,32,R32,3,119.0,6-7(5) 6-3 6-4,Christopher Eubanks,102.0,524.0,26.7,171.0,347.0,0,-69.0,1,1,0.1,0.06666666666666667
Acapulco,2023-02-27,A,Hard,32,R32,3,94.0,7-6(3) 6-4,Christopher Eubanks,105.0,524.0,26.8,1035.0,10.0,0,-930.0,0,1,0.0,0.06666666666666667
Miami Masters,2023-03-20,M,Hard,128,R16,3,131.0,7-6(2) 7-6(5),Christopher Eubanks,119.0,479.0,26.8,62.0,826.0,1,57.0,0,0,0.0,0.0
Miami Masters,2023-03-20,M,Hard,128,R32,3,81.0,6-3 7-6(7),Christopher Eubanks,119.0,479.0,26.8,65.0,801.0,1,54.0,1,1,0.1,0.06666666666666667
Miami Masters,2023-03-20,M,Hard,128,R64,3,125.0,3-6 6-4 6-2,Christopher Eubanks,119.0,479.0,26.8,20.0,1905.0,1,99.0,2,2,0.2,0.13333333333333333
Miami Masters,2023-03-20,M,Hard,128,R128,3,78.0,7-6(2) 6-2,Christopher Eubanks,119.0,479.0,26.8,122.0,475.0,1,-3.0,3,3,0.3,0.2
Miami Masters,2023-03-20,M,Hard,128,QF,3,89.0,6-3 7-5,Christopher Eubanks,119.0,479.0,26.8,5.0,4330.0,0,114.0,4,4,0.4,0.26666666666666666
Geneva,2023-05-22,A,Clay,32,R32,3,74.0,7-6(2) 6-3,Christopher Eubanks,75.0,729.0,27.0,149.0,398.0,1,-74.0,0,0,0.0,0.0
Geneva,2023-05-22,A,Clay,32,R16,3,67.0,6-2 6-3,Christopher Eubanks,75.0,729.0,27.0,27.0,1360.0,0,48.0,1,1,0.1,0.06666666666666667
Roland Garros,2023-05-29,G,Clay,128,R128,5,174.0,6-4 3-6 7-6(2) 6-2,Christopher Eubanks,74.0,740.0,27.0,6.0,4375.0,0,68.0,2,2,0.2,0.13333333333333333
Stuttgart,2023-06-12,A,Grass,32,R32,3,99.0,7-6(2) 6-4,Christopher Eubanks,75.0,730.0,27.1,55.0,840.0,0,20.0,0,1,0.0,0.06666666666666667
Halle,2023-06-19,A,Grass,32,R32,3,123.0,6-4 6-7(11) 6-3,Christopher Eubanks,77.0,730.0,27.1,17.0,2060.0,0,60.0,1,1,0.1,0.06666666666666667
Mallorca,2023-06-26,A,Grass,32,F,3,62.0,6-1 6-4,Christopher Eubanks,77.0,738.0,27.1,43.0,972.0,1,34.0,1,2,0.1,0.13333333333333333
Mallorca,2023-06-26,A,Grass,32,SF,3,138.0,4-6 6-3 7-6(9),Christopher Eubanks,77.0,738.0,27.1,298.0,177.0,1,-221.0,2,3,0.2,0.2
Mallorca,2023-06-26,A,Grass,32,QF,3,117.0,7-6(5) 7-6(4),Christopher Eubanks,77.0,738.0,27.1,85.0,681.0,1,-8.0,3,4,0.3,0.26666666666666666
Mallorca,2023-06-26,A,Grass,32,R16,3,163.0,6-7(4) 6-4 7-6(2),Christopher Eubanks,77.0,738.0,27.1,35.0,1094.0,1,42.0,4,5,0.4,0.3333333333333333
Mallorca,2023-06-26,A,Grass,32,R32,3,137.0,6-3 6-7(6) 7-5,Christopher Eubanks,77.0,738.0,27.1,250.0,227.0,1,-173.0,5,6,0.5,0.4
Wimbledon,2023-07-03,G,Grass,128,R128,5,166.0,4-6 7-5 7-5 6-3,Christopher Eubanks,43.0,976.0,27.1,95.0,626.0,1,-52.0,5,6,0.5,0.4
Wimbledon,2023-07-03,G,Grass,128,R64,5,150.0,6-3 3-6 6-2 7-6(3),Christopher Eubanks,43.0,976.0,27.1,13.0,2610.0,1,30.0,6,7,0.6,0.4666666666666667
Wimbledon,2023-07-03,G,Grass,128,R32,5,173.0,7-6(5) 7-6(3) 7-6(2),Christopher Eubanks,43.0,976.0,27.1,73.0,766.0,1,-30.0,7,8,0.7,0.5333333333333333
Wimbledon,2023-07-03,G,Grass,128,R16,5,184.0,3-6 7-6(4) 3-6 6-4 6-4,Christopher Eubanks,43.0,976.0,27.1,5.0,4670.0,1,38.0,8,9,0.8,0.6
Wimbledon,2023-07-03,G,Grass,128,QF,5,178.0,6-4 1-6 4-6 7-6(4) 6-1,Christopher Eubanks,43.0,976.0,27.1,3.0,5890.0,0,40.0,9,10,0.9,0.6666666666666666
Atlanta,2023-07-24,A,Hard,32,R16,3,141.0,6-7(4) 6-4 7-5,Christopher Eubanks,32.0,1300.0,27.2,58.0,855.0,1,-26.0,0,0,0.0,0.0
Atlanta,2023-07-24,A,Hard,32,R32,3,67.0,6-2 6-4,Christopher Eubanks,32.0,1300.0,27.2,723.0,34.0,1,-691.0,1,1,0.1,0.06666666666666667
Atlanta,2023-07-24,A,Hard,32,QF,3,75.0,6-4 6-4,Christopher Eubanks,32.0,1300.0,27.2,82.0,716.0,0,-50.0,2,2,0.2,0.13333333333333333
Washington,2023-07-31,A,Hard,64,R32,3,71.0,6-3 6-4,Christopher Eubanks,29.0,1333.0,27.2,161.0,367.0,1,-132.0,3,3,0.3,0.2
Washington,2023-07-31,A,Hard,64,R16,3,68.0,6-2 6-2,Christopher Eubanks,29.0,1333.0,27.2,71.0,827.0,0,-42.0,4,4,0.4,0.26666666666666666
Canada Masters,2023-08-07,M,Hard,64,R64,3,146.0,7-6(3) 6-7(4) 6-1,Christopher Eubanks,29.0,1358.0,27.2,276.0,207.0,0,-247.0,2,5,0.2,0.3333333333333333
Cincinnati Masters,2023-08-14,M,Hard,64,R64,3,122.0,5-7 6-4 6-4,Christopher Eubanks,29.0,1348.0,27.2,40.0,1060.0,0,-11.0,1,3,0.1,0.2
US Open,2023-08-28,G,Hard,128,R128,5,148.0,6-3 6-4 0-6 6-4,Christopher Eubanks,30.0,1338.0,27.3,104.0,568.0,1,-74.0,0,1,0.0,0.06666666666666667
US Open,2023-08-28,G,Hard,128,R64,5,182.0,7-6(6) 2-6 6-2 7-6(7),Christopher Eubanks,30.0,1338.0,27.3,108.0,555.0,0,-78.0,1,2,0.1,0.13333333333333333
Shanghai Masters,2023-10-02,M,Hard,128,R64,3,127.0,4-6 6-3 6-2,Christopher Eubanks,32.0,1313.0,27.4,53.0,933.0,1,-21.0,0,0,0.0,0.0
Shanghai Masters,2023-10-02,M,Hard,128,R32,3,71.0,6-4 6-2,Christopher Eubanks,32.0,1313.0,27.4,9.0,3605.0,0,23.0,1,1,0.1,0.06666666666666667
Stockholm,2023-10-16,A,Hard,32,R32,3,147.0,6-7(2) 6-3 7-6(5),Christopher Eubanks,32.0,1328.0,27.4,109.0,565.0,0,-77.0,0,2,0.0,0.13333333333333333
Basel,2023-10-23,A,Hard,32,R32,3,95.0,7-6(7) 6-4,Christopher Eubanks,34.0,1323.0,27.4,27.0,1447.0,0,7.0,1,1,0.1,0.06666666666666667
Paris Masters,2023-10-30,M,Hard,64,R64,3,122.0,6-7(2) 6-3 6-4,Christopher Eubanks,32.0,1323.0,27.4,23.0,1570.0,0,9.0,1,2,0.1,0.13333333333333333
Auckland,2024-01-08,A,Hard,32,R32,3,96.0,7-6(5) 6-2,Christopher Eubanks,34.0,1235.0,27.6,59.0,865.0,0,-25.0,0,0,0.0,0.0
Australian Open,2024-01-15,G,Hard,128,R128,5,99.0,6-4 6-2 6-3,Christopher Eubanks,35.0,1215.0,27.6,58.0,893.0,1,-23.0,1,1,0.1,0.06666666666666667
Australian Open,2024-01-15,G,Hard,128,R64,5,99.0,6-4 6-4 6-4,Christopher Eubanks,35.0,1215.0,27.6,5.0,5010.0,0,30.0,2,2,0.2,0.13333333333333333
Davis Cup QLS R1: UKR vs USA,2024-02-01,D,Hard,4,RR,3,78.0,6-3 6-2,Christopher Eubanks,32.0,1220.0,27.7,498.0,81.0,1,-466.0,0,0,0.0,0.0
Dallas,2024-02-05,A,Hard,32,R32,3,72.0,6-1 6-4,Christopher Eubanks,33.0,1220.0,27.7,246.0,240.0,1,-213.0,1,1,0.1,0.06666666666666667
Dallas,2024-02-05,A,Hard,32,R16,3,77.0,7-6(3) 6-4,Christopher Eubanks,33.0,1220.0,27.7,106.0,591.0,0,-73.0,2,2,0.2,0.13333333333333333
Acapulco,2024-02-26,A,Hard,32,R32,3,133.0,6-4 6-7(5) 6-3,Christopher Eubanks,34.0,1234.0,27.8,11.0,3120.0,0,23.0,0,0,0.0,0.0
Indian Wells Masters,2024-03-04,M,Hard,128,R128,3,81.0,6-3 7-6(3),Christopher Eubanks,34.0,1234.0,27.8,93.0,645.0,0,-59.0,1,1,0.1,0.06666666666666667
Miami Masters,2024-03-18,M,Hard,128,R64,3,160.0,7-6(3) 3-6 7-6(7),Christopher Eubanks,32.0,1233.0,27.8,43.0,1066.0,1,-11.0,0,1,0.0,0.06666666666666667
Miami Masters,2024-03-18,M,Hard,128,R32,3,104.0,7-6(4) 6-3,Christopher Eubanks,32.0,1233.0,27.8,5.0,5060.0,0,27.0,1,2,0.1,0.13333333333333333
Houston,2024-04-01,A,Clay,32,R32,3,110.0,7-6(4) 7-6(2),Christopher Eubanks,41.0,1087.0,27.9,80.0,723.0,0,-39.0,0,2,0.0,0.13333333333333333
Madrid Masters,2024-04-22,M,Clay,128,R128,3,65.0,6-3 6-3,Christopher Eubanks,44.0,1087.0,27.9,115.0,545.0,0,-71.0,0,0,0.0,0.0
Rome Masters,2024-05-06,M,Clay,128,R128,3,81.0,6-4 6-4,Christopher Eubanks,43.0,1053.0,28.0,137.0,463.0,0,-94.0,0,1,0.0,0.06666666666666667
Geneva,2024-05-20,A,Clay,32,R32,3,104.0,6-4 1-6 6-3,Christopher Eubanks,43.0,1038.0,28.0,27.0,1605.0,0,16.0,0,1,0.0,0.06666666666666667
Roland Garros,2024-05-27,G,Clay,128,R128,5,169.5,6-3 6-3 6-4,Christopher Eubanks,46.0,1028.0,28.0,2.0,8770.0,0,44.0,1,1,0.1,0.06666666666666667
Stuttgart,2024-06-10,A,Grass,32,R32,3,81.0,7-6(4) 6-4,Christopher Eubanks,45.0,1017.0,28.0,70.0,750.0,0,-25.0,0,1,0.0,0.06666666666666667
Halle,2024-06-17,A,Grass,32,R16,3,130.0,7-6(5) 4-6 6-3,Christopher Eubanks,44.0,1005.0,28.1,17.0,2180.0,1,27.0,1,1,0.1,0.06666666666666667
Halle,2024-06-17,A,Grass,32,R32,3,76.0,6-3 6-4,Christopher Eubanks,44.0,1005.0,28.1,46.0,975.0,1,-2.0,2,2,0.2,0.13333333333333333
Halle,2024-06-17,A,Grass,32,QF,3,111.0,6-4 4-6 7-5,Christopher Eubanks,44.0,1005.0,28.1,42.0,1066.0,0,2.0,3,3,0.3,0.2
Mallorca,2024-06-24,A,Grass,32,R32,3,90.0,6-3 3-6 6-1,Christopher Eubanks,42.0,1085.0,28.1,85.0,688.0,0,-43.0,3,4,0.3,0.26666666666666666
Wimbledon,2024-07-01,G,Grass,128,R128,5,79.0,6-4 6-4 6-2,Christopher Eubanks,62.0,835.0,28.1,220.0,272.0,0,-158.0,1,4,0.1,0.26666666666666666
Newport,2024-07-15,A,Grass,32,QF,3,125.0,6-2 4-6 7-6(3),Christopher Eubanks,128.0,485.0,28.1,65.0,794.0,1,63.0,0,1,0.0,0.06666666666666667
Newport,2024-07-15,A,Grass,32,R16,3,145.0,7-6(4) 3-6 6-3,Christopher Eubanks,128.0,485.0,28.1,254.0,225.0,1,-126.0,1,2,0.1,0.13333333333333333
Newport,2024-07-15,A,Grass,32,SF,3,100.0,6-4 3-6 6-2,Christopher Eubanks,128.0,485.0,28.1,46.0,1025.0,0,82.0,2,3,0.2,0.2
Paris Olympics,2024-07-29,O,Clay,64,R64,3,107.0,6-4 6-2,Christopher Eubanks,110.0,540.0,28.2,170.0,353.0,0,-60.0,0,3,0.0,0.2
Winston-Salem,2024-08-19,A,Hard,64,R16,3,126.0,6-3 1-6 7-6(8),Christopher Eubanks,120.0,495.0,28.2,59.0,885.0,1,61.0,0,0,0.0,0.0
Winston-Salem,2024-08-19,A,Hard,64,R32,3,56.0,6-1 6-4,Christopher Eubanks,120.0,495.0,28.2,61.0,830.0,1,59.0,1,1,0.1,0.06666666666666667
Winston-Salem,2024-08-19,A,Hard,64,R64,3,124.0,2-6 7-5 6-4,Christopher Eubanks,120.0,495.0,28.2,96.0,601.0,1,24.0,2,2,0.2,0.13333333333333333
Winston-Salem,2024-08-19,A,Hard,64,QF,3,149.0,7-5 6-7(6) 7-6(5),Christopher Eubanks,120.0,495.0,28.2,52.0,960.0,0,68.0,3,3,0.3,0.2
US Open,2024-08-26,G,Hard,128,R128,5,229.0,6-4 4-6 3-6 6-3 7-6(8),Christopher Eubanks,106.0,545.0,28.3,56.0,915.0,0,50.0,4,4,0.4,0.26666666666666666
Melbourne,2022-01-03,A,Hard,32,R32,3,140.0,1-6 7-5 6-4,Christopher Oconnell,175.0,388.0,27.5,75.0,860.0,0,100.0,0,0,0.0,0.0
Sydney,2022-01-10,A,Hard,32,R32,3,134.0,6-2 1-6 7-6(4),Christopher Oconnell,173.0,386.0,27.6,95.0,764.0,0,78.0,1,1,0.1,0.06666666666666667
Australian Open,2022-01-17,G,Hard,128,R128,5,155.0,7-6(4) 6-0 4-6 6-1,Christopher Oconnell,175.0,383.0,27.6,67.0,919.0,1,108.0,1,2,0.1,0.13333333333333333
Australian Open,2022-01-17,G,Hard,128,R64,5,187.0,7-6(6) 6-4 6-4,Christopher Oconnell,175.0,383.0,27.6,13.0,2730.0,1,162.0,2,3,0.2,0.2
Australian Open,2022-01-17,G,Hard,128,R32,5,161.0,6-2 6-7(6) 6-3 6-2,Christopher Oconnell,175.0,383.0,27.6,70.0,875.0,0,105.0,3,4,0.3,0.26666666666666666
Doha,2022-02-14,A,Hard,32,R32,3,155.0,6-7(4) 7-6(6) 6-4,Christopher Oconnell,148.0,463.0,27.7,73.0,876.0,0,75.0,0,0,0.0,0.0
Dubai,2022-02-21,A,Hard,32,R32,3,171.0,6-7(4) 6-3 7-5,Christopher Oconnell,158.0,407.0,27.7,89.0,733.0,0,69.0,1,1,0.1,0.06666666666666667
Geneva,2022-05-16,A,Clay,32,R32,3,103.0,7-6(5) 6-4,Christopher Oconnell,124.0,502.0,27.9,42.0,1071.0,1,82.0,0,0,0.0,0.0
Geneva,2022-05-16,A,Clay,32,R16,3,88.0,6-3 7-5,Christopher Oconnell,124.0,502.0,27.9,18.0,2090.0,0,106.0,1,1,0.1,0.06666666666666667
Roland Garros,2022-05-23,G,Clay,128,R128,5,169.5,6-2 6-4 6-7(5) 6-1,Christopher Oconnell,117.0,524.0,27.9,195.0,291.0,0,-78.0,2,2,0.2,0.13333333333333333
Stuttgart,2022-06-06,A,Grass,32,R32,3,95.0,6-4 6-3,Christopher Oconnell,116.0,531.0,28.0,68.0,890.0,0,48.0,0,1,0.0,0.06666666666666667
Winston-Salem,2022-08-22,A,Hard,64,R64,3,210.0,7-6(4) 6-7(3) 7-6(3),Christopher Oconnell,121.0,460.0,28.2,65.0,741.0,0,56.0,0,0,0.0,0.0
US Open,2022-08-29,G,Hard,128,R128,5,166.0,4-6 7-6(0) 6-2 6-3,Christopher Oconnell,118.0,460.0,28.2,83.0,632.0,0,35.0,1,1,0.1,0.06666666666666667
San Diego,2022-09-19,A,Hard,32,QF,3,158.0,6-4 4-6 7-5,Christopher Oconnell,130.0,419.0,28.2,50.0,937.0,1,80.0,0,0,0.0,0.0
San Diego,2022-09-19,A,Hard,32,R16,3,88.0,6-3 7-5,Christopher Oconnell,130.0,419.0,28.2,73.0,692.0,1,57.0,1,1,0.1,0.06666666666666667
San Diego,2022-09-19,A,Hard,32,R32,3,103.0,4-6 6-3 0-0 RET,Christopher Oconnell,130.0,419.0,28.2,99.0,545.0,1,31.0,2,2,0.2,0.13333333333333333
San Diego,2022-09-19,A,Hard,32,SF,3,110.0,6-4 7-6(3),Christopher Oconnell,130.0,419.0,28.2,69.0,744.0,0,61.0,3,3,0.3,0.2
Seoul,2022-09-26,A,Hard,32,R32,3,57.0,6-4 0-0 RET,Christopher Oconnell,105.0,504.0,28.3,88.0,598.0,0,17.0,4,4,0.4,0.26666666666666666
Adelaide 1,2023-01-02,A,Hard,32,R32,3,94.0,6-4 6-4,Christopher Oconnell,78.0,652.0,28.5,29.0,1420.0,0,49.0,0,0,0.0,0.0
Adelaide 2,2023-01-09,A,Hard,32,R32,3,88.0,6-4 7-5,Christopher Oconnell,79.0,652.0,28.6,35.0,1185.0,0,44.0,1,1,0.1,0.06666666666666667
Australian Open,2023-01-16,G,Hard,128,R128,5,143.0,3-6 6-2 6-3 6-2,Christopher Oconnell,80.0,648.0,28.6,39.0,1010.0,0,41.0,1,2,0.1,0.13333333333333333
Doha,2023-02-20,A,Hard,32,R16,3,159.0,3-6 7-6(5) 6-4,Christopher Oconnell,94.0,567.0,28.7,28.0,1490.0,1,66.0,0,0,0.0,0.0
Doha,2023-02-20,A,Hard,32,R32,3,102.0,6-1 3-6 6-0,Christopher Oconnell,94.0,567.0,28.7,154.0,381.0,1,-60.0,1,1,0.1,0.06666666666666667
Doha,2023-02-20,A,Hard,32,QF,3,119.0,6-2 4-6 7-5,Christopher Oconnell,94.0,567.0,28.7,8.0,3250.0,0,86.0,2,2,0.2,0.13333333333333333
Dubai,2023-02-27,A,Hard,32,R32,3,112.0,7-5 6-4,Christopher Oconnell,92.0,592.0,28.7,54.0,846.0,1,38.0,3,3,0.3,0.2
Dubai,2023-02-27,A,Hard,32,R16,3,78.0,7-5 6-4,Christopher Oconnell,92.0,592.0,28.7,16.0,2320.0,0,76.0,4,4,0.4,0.26666666666666666
Miami Masters,2023-03-20,M,Hard,128,R128,3,108.0,6-4 3-6 6-1,Christopher Oconnell,86.0,649.0,28.7,40.0,960.0,0,46.0,0,0,0.0,0.0
Marrakech,2023-04-03,A,Clay,32,R16,3,161.0,6-7(8) 6-4 6-0,Christopher Oconnell,87.0,657.0,28.8,31.0,1250.0,1,56.0,0,1,0.0,0.06666666666666667
Marrakech,2023-04-03,A,Clay,32,R32,3,98.0,7-5 6-4,Christopher Oconnell,87.0,657.0,28.8,181.0,325.0,1,-94.0,1,2,0.1,0.13333333333333333
Marrakech,2023-04-03,A,Clay,32,QF,3,173.0,6-3 6-7(6) 7-6(3),Christopher Oconnell,87.0,657.0,28.8,114.0,502.0,0,-27.0,2,3,0.2,0.2
Munich,2023-04-17,A,Clay,32,QF,3,147.0,7-6(5) 4-6 6-3,Christopher Oconnell,82.0,700.0,28.8,208.0,277.0,1,-126.0,0,3,0.0,0.2
Munich,2023-04-17,A,Clay,32,R16,3,116.0,7-6(2) 6-4,Christopher Oconnell,82.0,700.0,28.8,16.0,2140.0,1,66.0,1,4,0.1,0.26666666666666666
Munich,2023-04-17,A,Clay,32,R32,3,79.0,6-4 6-4,Christopher Oconnell,82.0,700.0,28.8,72.0,738.0,1,10.0,2,5,0.2,0.3333333333333333
Munich,2023-04-17,A,Clay,32,SF,3,79.0,6-3 6-2,Christopher Oconnell,82.0,700.0,28.8,7.0,3865.0,0,75.0,3,6,0.3,0.4
Madrid Masters,2023-04-24,M,Clay,128,R128,3,139.0,6-4 6-7(2) 6-2,Christopher Oconnell,81.0,710.0,28.8,79.0,711.0,1,2.0,4,4,0.4,0.26666666666666666
Madrid Masters,2023-04-24,M,Clay,128,R64,3,113.0,7-6(11) 6-4,Christopher Oconnell,81.0,710.0,28.8,10.0,3290.0,0,71.0,5,5,0.5,0.3333333333333333
Rome Masters,2023-05-08,M,Clay,128,R128,3,95.0,6-2 7-6(5),Christopher Oconnell,78.0,724.0,28.9,77.0,726.0,0,1.0,0,2,0.0,0.13333333333333333
Geneva,2023-05-22,A,Clay,32,R16,3,36.0,6-0 3-0 RET,Christopher Oconnell,85.0,702.0,28.9,37.0,1041.0,1,48.0,0,1,0.0,0.06666666666666667
Geneva,2023-05-22,A,Clay,32,R32,3,169.0,7-6(5) 6-7(1) 6-1,Christopher Oconnell,85.0,702.0,28.9,307.0,165.0,1,-222.0,1,2,0.1,0.13333333333333333
Geneva,2023-05-22,A,Clay,32,QF,3,163.0,6-7(5) 7-5 6-4,Christopher Oconnell,85.0,702.0,28.9,33.0,1125.0,0,52.0,2,3,0.2,0.2
Roland Garros,2023-05-29,G,Clay,128,R128,5,109.0,6-0 6-2 6-4,Christopher Oconnell,77.0,737.0,28.9,112.0,566.0,0,-35.0,3,3,0.3,0.2
Stuttgart,2023-06-12,A,Grass,32,R16,3,113.0,7-6(5) 6-3,Christopher Oconnell,74.0,731.0,29.0,41.0,970.0,1,33.0,0,1,0.0,0.06666666666666667
Stuttgart,2023-06-12,A,Grass,32,R32,3,56.0,6-3 6-1,Christopher Oconnell,74.0,731.0,29.0,59.0,813.0,1,15.0,1,2,0.1,0.13333333333333333
Stuttgart,2023-06-12,A,Grass,32,QF,3,86.0,6-4 6-4,Christopher Oconnell,74.0,731.0,29.0,14.0,2435.0,0,60.0,2,3,0.2,0.2
Mallorca,2023-06-26,A,Grass,32,R32,3,95.0,7-5 6-4,Christopher Oconnell,70.0,766.0,29.0,80.0,723.0,0,-10.0,0,3,0.0,0.2
Wimbledon,2023-07-03,G,Grass,128,R128,5,187.0,7-5 6-4 4-6 6-4,Christopher Oconnell,73.0,766.0,29.0,156.0,371.0,1,-83.0,1,1,0.1,0.06666666666666667
Wimbledon,2023-07-03,G,Grass,128,R64,5,127.0,6-3 7-5 6-4,Christopher Oconnell,73.0,766.0,29.0,528.0,67.0,1,-455.0,2,2,0.2,0.13333333333333333
Wimbledon,2023-07-03,G,Grass,128,R32,5,173.0,7-6(5) 7-6(3) 7-6(2),Christopher Oconnell,73.0,766.0,29.0,43.0,976.0,0,30.0,3,3,0.3,0.2
Umag,2023-07-24,A,Clay,32,R32,3,81.0,6-3 6-4,Christopher Oconnell,68.0,806.0,29.1,124.0,523.0,0,-56.0,0,0,0.0,0.0
Kitzbuhel,2023-07-31,A,Clay,32,R32,3,113.0,6-4 7-6(4),Christopher Oconnell,74.0,806.0,29.1,38.0,1145.0,0,36.0,1,1,0.1,0.06666666666666667
US Open,2023-08-28,G,Hard,128,R128,5,172.0,6-4 6-3 3-6 7-6(5),Christopher Oconnell,69.0,811.0,29.2,43.0,1048.0,1,26.0,0,0,0.0,0.0
US Open,2023-08-28,G,Hard,128,R64,5,184.0,6-2 6-2 6-7(6) 6-2,Christopher Oconnell,69.0,811.0,29.2,3.0,6260.0,0,66.0,1,1,0.1,0.06666666666666667
Chengdu,2023-09-20,A,Hard,32,R16,3,156.0,7-6(10) 6-4,Christopher Oconnell,53.0,930.0,29.2,95.0,643.0,1,-42.0,0,0,0.0,0.0
Chengdu,2023-09-20,A,Hard,32,R32,3,128.0,7-6(3) 6-4,Christopher Oconnell,53.0,930.0,29.2,319.0,168.0,1,-266.0,1,1,0.1,0.06666666666666667
Chengdu,2023-09-20,A,Hard,32,QF,3,84.0,6-4 6-1,Christopher Oconnell,53.0,930.0,29.2,20.0,1735.0,0,33.0,2,2,0.2,0.13333333333333333
Shanghai Masters,2023-10-02,M,Hard,128,R128,3,136.0,6-2 6-7(2) 6-4,Christopher Oconnell,58.0,885.0,29.3,67.0,805.0,0,-9.0,0,3,0.0,0.2
Tokyo,2023-10-16,A,Hard,32,R32,3,168.0,6-7(2) 7-6(5) 7-5,Christopher Oconnell,59.0,873.0,29.3,47.0,981.0,0,12.0,0,1,0.0,0.06666666666666667
Basel,2023-10-23,A,Hard,32,R32,3,137.0,6-7(3) 6-4 6-3,Christopher Oconnell,61.0,844.0,29.3,29.0,1400.0,0,32.0,1,1,0.1,0.06666666666666667
Sofia,2023-11-06,A,Hard,32,R32,3,156.0,6-7(3) 6-1 7-6(2),Christopher Oconnell,66.0,790.0,29.4,107.0,580.0,1,-41.0,0,1,0.0,0.06666666666666667
Sofia,2023-11-06,A,Hard,32,R16,3,135.0,6-7(6) 6-4 6-2,Christopher Oconnell,66.0,790.0,29.4,44.0,1019.0,0,22.0,1,2,0.1,0.13333333333333333
Brisbane,2024-01-01,A,Hard,32,R32,3,185.0,6-4 6-7(5) 7-6(4),Christopher Oconnell,68.0,780.0,29.5,40.0,1084.0,0,28.0,0,0,0.0,0.0
Adelaide,2024-01-08,A,Hard,32,R16,3,60.0,6-3 6-1,Christopher Oconnell,71.0,780.0,29.5,48.0,961.0,1,23.0,1,1,0.1,0.06666666666666667
Adelaide,2024-01-08,A,Hard,32,R32,3,87.0,6-4 6-4,Christopher Oconnell,71.0,780.0,29.5,97.0,626.0,1,-26.0,2,2,0.2,0.13333333333333333
Adelaide,2024-01-08,A,Hard,32,QF,3,89.0,6-4 6-4,Christopher Oconnell,71.0,780.0,29.5,29.0,1380.0,0,42.0,3,3,0.3,0.2
Australian Open,2024-01-15,G,Hard,128,R128,5,261.0,3-6 7-5 4-6 6-1 7-5,Christopher Oconnell,68.0,814.0,29.6,86.0,680.0,1,-18.0,3,4,0.3,0.26666666666666666
Australian Open,2024-01-15,G,Hard,128,R64,5,171.0,6-4 6-1 3-6 7-6(5),Christopher Oconnell,68.0,814.0,29.6,16.0,2225.0,0,52.0,4,5,0.4,0.3333333333333333
Doha,2024-02-19,A,Hard,32,R32,3,92.0,6-4 6-4,Christopher Oconnell,65.0,854.0,29.7,25.0,1531.0,1,40.0,0,0,0.0,0.0
Doha,2024-02-19,A,Hard,32,R16,3,106.0,6-3 6-3,Christopher Oconnell,65.0,854.0,29.7,43.0,1011.0,0,22.0,1,1,0.1,0.06666666666666667
Dubai,2024-02-26,A,Hard,32,R32,3,76.0,6-2 6-4,Christopher Oconnell,68.0,834.0,29.7,96.0,612.0,1,-28.0,2,2,0.2,0.13333333333333333
Dubai,2024-02-26,A,Hard,32,R16,3,92.0,7-6(5) 6-4,Christopher Oconnell,68.0,834.0,29.7,8.0,3395.0,0,60.0,3,3,0.3,0.2
Indian Wells Masters,2024-03-04,M,Hard,128,R128,3,142.0,1-6 6-3 6-2,Christopher Oconnell,66.0,819.0,29.7,37.0,1151.0,1,29.0,2,4,0.2,0.26666666666666666
Indian Wells Masters,2024-03-04,M,Hard,128,R64,3,116.0,6-4 6-4,Christopher Oconnell,66.0,819.0,29.7,6.0,4950.0,0,60.0,3,5,0.3,0.3333333333333333
Miami Masters,2024-03-18,M,Hard,128,R32,3,130.0,7-6(5) 7-6(5),Christopher Oconnell,66.0,833.0,29.7,204.0,296.0,1,-138.0,0,2,0.0,0.13333333333333333
